iter	RMSE
321	73.72536695
322	73.64881106
323	73.54597098
324	73.33440248
325	73.15195367
326	73.0771887
327	72.93006859
328	72.75771913
329	72.62847754
330	72.44642121
331	72.34999884
332	72.19757345
333	72.10442523
334	71.92991781
335	71.83066882
336	71.63030524
337	71.43353412
338	71.18886742
339	71.02168194
340	70.87995045
341	70.80144379
342	70.73772868
343	70.52867263
344	70.31060498
345	70.23534554
346	70.09196648
347	69.94214879
348	69.76203492
349	69.63033674
350	69.53805689
351	69.47515026
352	69.3201194
353	69.11311784
354	68.91855215
355	68.71659062
356	68.60889944
357	68.4822632
358	68.40631961
359	68.35211541
360	68.17031157
361	68.11903953
362	67.99568265
363	67.91357824
364	67.84497425
365	67.72411348
366	67.6326801
367	67.55653662
368	67.36666272
369	67.26089677
370	67.17223893
371	67.04537515
372	66.96426928
373	66.8306215
374	66.7304581
375	66.63987942
376	66.44917797
377	66.37741159
378	66.29851353
379	66.16314766
380	66.02569606
381	65.96397745
382	65.86760012
383	65.74690173
384	65.66961579
385	65.5435683
386	65.45945548
387	65.39270077
388	65.22527675
389	65.14494526
390	65.05373405
391	64.9496298
392	64.90883906
393	64.84534424
394	64.69068812
395	64.53313371
396	64.4460243
397	64.40266971
398	64.26941434
399	64.16557775
400	64.10368531
401	64.01383605
402	63.89208348
403	63.81740675
404	63.68076242
405	63.52117448
406	63.4253128
407	63.36328006
408	63.30066587
409	63.19607691
410	63.06255936
411	62.99285301
412	62.95540644
413	62.9177669
414	62.77975422
415	62.61727071
416	62.51975743
417	62.35481748
418	62.20098661
419	62.08297977
420	62.00207658
421	61.91359191
422	61.82824939
423	61.73534013
424	61.63126435
425	61.5700869
426	61.46169838
427	61.39416244
428	61.33496767
429	61.28087305
430	61.23583718
431	61.11213351
432	61.06975905
433	60.98515599
434	60.93891113
435	60.90168957
436	60.77452859
437	60.68620069
438	60.53617483
439	60.44138315
440	60.34708079
441	60.28650162
442	60.2279722
443	60.13245625
444	60.03978409
445	59.95312833
446	59.80419901
447	59.68347677
448	59.48706746
449	59.42771409
450	59.33605007
451	59.23461589
452	59.16231511
453	59.04544558
454	59.007229
455	58.97050075
456	58.9079216
457	58.80209064
458	58.70911453
459	58.62530236
460	58.51420839
461	58.44742242
462	58.38005477
463	58.28025689
464	58.15787328
465	58.09278044
466	58.02694193
467	57.98038024
468	57.88956077
469	57.80324326
470	57.68885764
471	57.65088684
472	57.54830587
473	57.40993132
474	57.29513983
475	57.22179663
476	57.12459078
477	57.0451353
478	56.98358659
479	56.91959762
480	56.87248364
481	56.78569207
482	56.74323587
483	56.65794249
484	56.57626962
485	56.47345543
486	56.42250335
487	56.33575412
488	56.29877986
489	56.12029125
490	56.02401001
491	55.89943259
492	55.86348703
493	55.76855551
494	55.68645153
495	55.62862705
496	55.51897032
497	55.44070828
498	55.34067231
499	55.28502118
500	55.19853763
501	55.10774811
502	55.07101039
503	54.9957473
504	54.9363378
505	54.85933574
506	54.7509197
507	54.72333283
508	54.62296863
509	54.55573566
510	54.4978334
511	54.42525587
512	54.36056471
513	54.31367509
514	54.22412428
515	54.17033016
516	54.12437438
517	54.0699104
518	54.00744235
519	53.95722064
520	53.89830534
521	53.85194772
522	53.80913639
523	53.77155065
524	53.7372693
525	53.6947256
526	53.64642954
527	53.51083152
528	53.4489068
529	53.36290279
530	53.27982877
531	53.24588316
532	53.19771099
533	53.11335485
534	53.07559926
535	52.98884229
536	52.90685052
537	52.84304656
538	52.77975484
539	52.7250733
540	52.65790654
541	52.59534053
542	52.51962759
543	52.44999989
544	52.40107369
545	52.33119469
546	52.24835419
547	52.18553366
548	52.1483652
549	52.05012447
550	51.97905235
551	51.93947521
552	51.91571248
553	51.87314135
554	51.79373548
555	51.75452073
556	51.65006279
557	51.60206857
558	51.57435271
559	51.49936688
560	51.46654373
561	51.3940241
562	51.32129938
563	51.28113097
564	51.24240012
565	51.20097481
566	51.1700806
567	51.10514316
568	50.99629333
569	50.93076574
570	50.86997336
571	50.84739712
572	50.78830472
573	50.69187305
574	50.63567703
575	50.51936464
576	50.46660512
577	50.43624841
578	50.38282757
579	50.35121375
580	50.29162184
581	50.18829589
582	50.07225103
583	49.97341856
584	49.89776619
585	49.85170942
586	49.79650726
587	49.76915618
588	49.72337875
589	49.6713255
590	49.58480788
591	49.55216935
592	49.47540457
593	49.44210778
594	49.38125518
595	49.27498011
596	49.19275039
597	49.13679361
598	49.07692149
599	49.0427798
600	48.99259199
601	48.9520225
602	48.8964854
603	48.85968236
604	48.79446489
605	48.69385728
606	48.63918018
607	48.56789951
608	48.51993784
609	48.48587424
610	48.4569072
611	48.41329069
612	48.38453895
613	48.34442991
614	48.23111914
615	48.19623706
616	48.15219993
617	48.10231442
618	48.08028707
619	48.02700974
620	47.99100548
621	47.8603993
622	47.82628437
623	47.7677
624	47.72253358
625	47.66767412
626	47.57155583
627	47.54023222
628	47.50093769
629	47.43963565
630	47.41136388
631	47.38314228
632	47.35287253
633	47.31514945
634	47.27487122
635	47.22246686
636	47.12686468
637	47.09262605
638	47.06344338
639	47.02461542
640	46.91898306
641	46.87007365
642	46.81680012
643	46.78354625
644	46.76383259
645	46.69287388
646	46.6397565
647	46.61003053
648	46.57460305
649	46.50210784
650	46.46273702
651	46.41938675
652	46.36043622
653	46.31053509
654	46.24619473
655	46.20418348
656	46.17444456
657	46.1389756
658	46.10548359
659	46.05066109
660	45.99517545
661	45.92461422
662	45.871968
663	45.83268736
664	45.75369968
665	45.70855775
666	45.63273783
667	45.60756474
668	45.5394379
669	45.50767121
670	45.47681435
671	45.43896791
672	45.38380424
673	45.35013274
674	45.30302328
675	45.25448933
676	45.22492046
677	45.14099655
678	45.09146941
679	45.04530231
680	44.98058535
681	44.95849797
682	44.90889174
683	44.7952936
684	44.77729669
685	44.74044754
686	44.70583841
687	44.64918319
688	44.58291032
689	44.54170926
690	44.48442759
691	44.44489544
692	44.39398069
693	44.3575999
694	44.30056751
695	44.26370721
696	44.22484878
697	44.1905209
698	44.15890942
699	44.11832132
700	44.07429466
701	44.00152906
702	43.96462319
703	43.93388976
704	43.90743708
705	43.88178586
706	43.80949732
707	43.77583319
708	43.71955482
709	43.68211142
710	43.64589823
711	43.59150834
712	43.56431518
713	43.53292613
714	43.49778146
715	43.40505747
716	43.35842052
717	43.29101973
718	43.27151833
719	43.22928547
720	43.17634615
721	43.11889055
722	43.08653174
723	42.9954192
724	42.96808994
725	42.93212419
726	42.90015355
727	42.87592696
728	42.84827729
729	42.80808847
730	42.78412176
731	42.74692035
732	42.65029559
733	42.61548123
734	42.5942448
735	42.52868163
736	42.50043962
737	42.46117475
738	42.40430096
739	42.36979804
740	42.31695607
741	42.29399679
742	42.25406089
743	42.20876144
744	42.1770312
745	42.11061135
746	42.0614317
747	42.00365186
748	41.97111478
749	41.93882103
750	41.9066047
751	41.87928916
752	41.83857458
753	41.79730154
754	41.74847942
755	41.72947031
756	41.70810794
757	41.66915634
758	41.63922481
759	41.6082014
760	41.58623609
761	41.54412359
762	41.51023301
763	41.45507961
764	41.41568652
765	41.36951162
766	41.34496578
767	41.29651854
768	41.25537305
769	41.20272346
770	41.15742897
771	41.12836208
772	41.07076642
773	41.01652024
774	40.9593377
775	40.89121045
776	40.85820197
777	40.75267467
778	40.73517009
779	40.71019439
780	40.66808415
781	40.64596311
782	40.57565499
783	40.53767861
784	40.487045
785	40.4572862
786	40.42117196
787	40.37227652
788	40.35085471
789	40.29248429
790	40.26616432
791	40.24176675
792	40.19927079
793	40.15368445
794	40.11857335
795	40.06540466
796	40.02289506
797	39.99518633
798	39.96556666
799	39.93886936
800	39.88314323
801	39.8341776
802	39.80297976
803	39.77024281
804	39.73600603
805	39.69985469
806	39.66257309
807	39.60525443
808	39.58926516
809	39.56745803
810	39.53642822
811	39.48855571
812	39.453909
813	39.42402637
814	39.39456528
815	39.36490866
816	39.31953184
817	39.28682881
818	39.26255357
819	39.22722084
820	39.20431573
821	39.14480689
822	39.10557067
823	39.07503586
824	39.05467133
825	39.01805119
826	39.00874424
827	38.96565454
828	38.93723485
829	38.91034741
830	38.88194884
831	38.85543075
832	38.8286337
833	38.78912267
834	38.73955151
835	38.71807889
836	38.67704943
837	38.60855238
838	38.58554637
839	38.55278819
840	38.52473045
841	38.50653457
842	38.47425173
843	38.44431328
844	38.40679367
845	38.37677028
846	38.34547881
847	38.31571284
848	38.29087972
849	38.25014281
850	38.22816865
851	38.20333319
852	38.17420745
853	38.15474677
854	38.11585166
855	38.07537636
856	38.04579881
857	38.03453222
858	38.01634506
859	37.99661265
860	37.97835063
861	37.94813705
862	37.92833118
863	37.89955182
864	37.8672809
865	37.85150487
866	37.82530474
867	37.80519365
868	37.77179099
869	37.75300576
870	37.7272955
871	37.68848213
872	37.67210127
873	37.63547346
874	37.58800692
875	37.55890364
876	37.5030079
877	37.46524538
878	37.43393333
879	37.41252514
880	37.39421728
881	37.36982731
882	37.3394093
883	37.31542574
884	37.26891221
885	37.2432359
886	37.22396683
887	37.2063897
888	37.19026339
889	37.17300535
890	37.13949061
891	37.10612133
892	37.08724324
893	37.06982033
894	37.05334562
895	37.04265464
896	37.01797162
897	36.97646233
898	36.94842257
899	36.92785736
900	36.88579296
901	36.85137071
902	36.79908926
903	36.78070021
904	36.73885133
905	36.68104202
906	36.64747244
907	36.61517275
908	36.58259317
909	36.55667053
910	36.52643364
911	36.49056041
912	36.45652749
913	36.411924
914	36.37444315
915	36.35531246
916	36.33101236
917	36.29324408
918	36.27363516
919	36.20923182
920	36.18105861
921	36.14610699
922	36.12270964
923	36.07693452
924	36.06276325
925	36.00544686
926	35.98577521
927	35.96868491
928	35.93116495
929	35.90764314
930	35.84590582
931	35.82769246
932	35.79749589
933	35.77830102
934	35.75810715
935	35.74127071
936	35.72531404
937	35.69614392
938	35.6672765
939	35.64762161
940	35.62164312
941	35.59387525
942	35.56557656
943	35.54436839
944	35.51937667
945	35.4963956
946	35.47465001
947	35.45408936
948	35.43510337
949	35.40232849
950	35.37162413
951	35.34857242
952	35.32132131
953	35.297187
954	35.23558369
955	35.21947249
956	35.19839882
957	35.16439432
958	35.14141804
959	35.13103964
960	35.10776211
961	35.09159272
962	35.0768874
963	35.05362655
964	35.00923694
965	34.97966085
966	34.94252877
967	34.92577858
968	34.87975657
969	34.8437819
970	34.82351382
971	34.77959186
972	34.75313324
973	34.73634978
974	34.70933439
975	34.68023227
976	34.64915389
977	34.604286
978	34.56882206
979	34.55560294
980	34.51168771
981	34.48314336
982	34.45456453
983	34.43147818
984	34.38467263
985	34.35984587
986	34.33597846
987	34.30548143
988	34.26187326
989	34.22502449
990	34.1942543
991	34.16870829
992	34.13310757
993	34.11465372
994	34.09248457
995	34.07669502
996	34.04600716
997	34.02981756
998	34.01317914
999	33.99001259
